"Probabilities","Optimalvalues","Std"
0.7,1.05979347665934,0.000431896937233866
0.71,1.06262240007892,0.000490175057604705
0.72,1.04379411938405,0.000635095691863381
0.73,1.03430439514089,0.000551704642939919
0.74,1.04479643821083,0.000753901283636547
0.75,1.02734900962645,0.00110806505620671
0.76,1.10702425962472,0.00460468033208424
0.77,1.10124519615239,0.0027755106414377
0.78,1.06395892812302,0.00274896782705855
0.79,1.11119631640725,0.0071635608022785
