"Prob","optimalvalue","stdeviation"
0.7,0.983553142141064,0.110480655235816
0.71,1.50690099485637,0.144812415815324
0.72,1.12895731098103,0.12500587703677
0.73,1.53824208256719,0.12345241779041
0.74,0.93966832052361,0.102801837384121
0.75,1.0403958840508,0.106839830321905
0.76,1.13669933790672,0.106259890502544
0.77,1.24358882993492,0.104773319995989
0.78,0.972778668129408,0.0928640921588047
0.79,1.42006653670403,0.0888887989533991
