"Probabilities","Optimal.value","Std"
0.7,0.703851789826251,0.136119054952793
0.71,0.515235250186707,0.136520592094658
0.72,0.307258718572587,0.104501216545012
0.73,0.318582838038633,0.094749879260994
0.74,0.200243190661479,0.078647859922179
0.75,0.32983134767136,0.175104440662231
0.76,0.350506633239319,0.128863421021028
0.77,0.357593728012866,0.257081113679767
0.78,0.272202005857815,0.123792711639639
0.79,0.315050505050505,0.154869815726215
