#  Prob optimalvalue  stdeviation
0.70,1.05508310,0.00735954
0.71,1.05075958,0.00774392
0.72,1.01578126,0.00564065
0.73,1.01543901,0.00319055
0.74,1.01151763,0.00366328
0.75,0.98988523,0.00425738
0.76,0.98760842,0.00560628
0.77,0.97086368,0.00537210
0.78,0.96014500,0.00535519
0.79,0.95104492,0.00857969
